URL,Classification
https://mahithguduri63.blogspot.com/2021/10/viral-pyrexia-with-umbilical-hernia.html,non-cardiac
https://manasa71.blogspot.com/2021/08/a-19-yr-old-female.html,cardiac
https://manasa71.blogspot.com/2021/08/a-40-yr-old-male.html,cardiac
https://manasa71.blogspot.com/2021/08/a-48-year-old-male.html,non-cardiac
https://manasa71.blogspot.com/2021/08/a-case-of-30yr-female.html,non-cardiac
https://manasa71.blogspot.com/2021/09/a-22-yr-old-male.html,non-cardiac
https://manasa71.blogspot.com/2021/10/a-28-yr-old-male.html,cardiac
https://manasa71.blogspot.com/2021/10/a-73-yr-old-male.html,non-cardiac
https://manasaalasani.blogspot.com/2020/05/general-medicine.html,non-cardiac
https://manasapailla.blogspot.com/2021/06/medicine-case-discussion.html,non-cardiac
https://manivarma7.blogspot.com/2021/02/this-is-online-e-log-book-to-discuss.html,cardiac
https://manvithayechuri169.blogspot.com/2021/06/medicine-case-discussion-8th-june-2021.html,non-cardiac
https://manvithayechuri169.blogspot.com/2021/12/medicine-case.html,non-cardiac
https://mbbs2k16batchgmpracticals.blogspot.com/2021/05/2k16-batch-gm-university-practical.html,non-cardiac
https://mdhudafirdouse105.blogspot.com/,unknown
https://mdhudafirdouse105.blogspot.com/2021/07/blog-post.html,unknown
https://mdhudafirdouse105.blogspot.com/2021/10/14-year-female-with-ho-fever-6-days-ago.html,unknown
https://mdhudafirdouse105.blogspot.com/2021/10/55-year-female-with-fever-vomitings-and.html,unknown
https://mdhudafirdouse105.blogspot.com/2021/10/65m-with-acute-infarct-in-left-side-of.html,unknown
https://medcases.blogspot.com/,non-cardiac
https://medcases.blogspot.com/2021/12/1-new-admission-amc-bed-no-2-55yr-old.html,non-cardiac
https://medcases.blogspot.com/2021/12/78-year-old-male-with-farmer-by.html,non-cardiac
https://medcases.blogspot.com/2021/12/80-yrs-old-male-came-to-casualty-with.html,non-cardiac
https://medcases1.blogspot.com/,non-cardiac
https://medcases1.blogspot.com/2021/12/23-year-old-male-who-is-student-came.html,cardiac
https://medcases1.blogspot.com/2021/12/a-50-year-old-male-whose-daily-routine.html,cardiac
https://medcases1.blogspot.com/2021/12/a-case-of-30-year-old-female.html,cardiac
https://medcases1.blogspot.com/2021/12/female-came-to-opd-with-co-seizures.html,cardiac
https://medcases1.blogspot.com/2021/12/year-old-male-came-to-casuality-with.html,cardiac
https://medcases1.blogspot.com/2021/12/year-old-male-came-to-casualty-with-sob.html,non-cardiac
https://medcases1.blogspot.com/2021/12/year-old-male-came-with-co-ulcers-over.html,cardiac
https://medicalcasetaking.blogspot.com/2021/09/quadriparesis.html,non-cardiac
https://medicalcasetaking.blogspot.com/2021/09/this-is-online-e-log-book-to-discuss.html,non-cardiac
https://medicalelog82.blogspot.com/2021/08/30ym-viral-pyrexia-with-thrombocytopenia.html,non-cardiac
https://medicalelog82.blogspot.com/2021/08/dka-post-nephrectomy.html,non-cardiac
https://medicalelog82.blogspot.com/2021/09/59-year-old-female-with-community.html,non-cardiac
https://medicinedepartment.blogspot.com/2020/05/informed-patient-consent-and.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/?m=0,non-cardiac
https://medicinedepartment.blogspot.com/2021/03/2016-batch-mbbs-competency-driven.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/03/competency-based-practical-assessment_20.html,cardiac
https://medicinedepartment.blogspot.com/2021/03/final-university-mbbs-medicine.html,cardiac
https://medicinedepartment.blogspot.com/2021/03/learning-competencies-of-intern-2015.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/03/learning-competencies-of-intern-2015.html?m=0,non-cardiac
https://medicinedepartment.blogspot.com/2021/04/medicine-department-protocol-for.html,cardiac
https://medicinedepartment.blogspot.com/2021/06/e-log-book-and-online-assessment-faqs.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/06/medicine-department-paper-for-june-2021.html,cardiac
https://medicinedepartment.blogspot.com/2021/07/?m=0,non-cardiac
https://medicinedepartment.blogspot.com/2021/07/learning-competencies-of-intern-2016.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/07/medicine-paper-for-july-2021-bimonthly.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/08/medicine-log-book-paper-printed-version.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/08/medicine-paper-for-aug-2021-bimonthly.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/08/workflow-for-md-university-final-case.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/09/2017-roll-number-1-48-small-group.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/09/log-book-audit-as-medical-student.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/09/medicine-paper-for-sep-2021-bimonthly.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/09/september-2021-weekly-log-and-outcomes.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/09/september-2021-weekly-log-and-outcomes.html?m=0,non-cardiac
https://medicinedepartment.blogspot.com/2021/10/mbbs-2017-batch-oct-2021-internal.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/10/oct-2021-formative-bimonthly-blended.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/10/updated-october-2021-weekly-log-and.html,cardiac
https://medicinedepartment.blogspot.com/2021/11/medicine-paper-for-nov-2021-bimonthly.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/11/november-2021-weekly-log-and-outcomes.html?m=0,cardiac
https://medicinedepartment.blogspot.com/2021/11/project-outcomes-of-bicarbonate.html,cardiac
https://medicinedepartment.blogspot.com/2021/11/project-resolving-diagnostic.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/11/selected-answers-to-2017-internal.html,non-cardiac
https://medicinedepartment.blogspot.com/2021/12/december-2021-weekly-log-and-outcomes.html,cardiac
https://medicinedepartment.blogspot.com/2021/12/december-2021-weekly-log-and-outcomes.html?m=0,cardiac
https://medicinedepartment.blogspot.com/2021/12/medicine-conference-on-theme-clinical.html,non-cardiac
https://medicineelogcasesturpusharathchandra.blogspot.com/2022/02/65-yr-old-male-came-with-chief.html,non-cardiac
https://meesumabbas82.blogspot.com/2021/05/a-38-yo-male-with-viral-pneumonia.html,cardiac
https://meghana140.blogspot.com/,non-cardiac
https://meghana140.blogspot.com/2021/12/32-year-old-male-with-ckd-on-mhd.html,non-cardiac
https://meghana140.blogspot.com/2021/12/43-year-old-male-with-alcohol.html,non-cardiac
https://meghana140.blogspot.com/2021/12/60-year-old-male-with-acute-ischaemic.html,non-cardiac
https://meghana140.blogspot.com/2021/12/65-year-old-male-with-community.html,cardiac
https://meghanaraomuddada.blogspot.com/2021/05/case-1-2021-42yr-old-male-with-fever.html,non-cardiac
https://mohithak.blogspot.com/2021/02/54year-old-male-patient-with-status.html,non-cardiac
https://mohithak.blogspot.com/2021/02/interns-mohitha-m-supriya-k-soumya.html,non-cardiac
https://moulika99.blogspot.com/2021/11/a-28yr-old-female-resident-of.html,non-cardiac
https://moulika99.blogspot.com/2021/11/blog-post.html,non-cardiac
https://moulika99.blogspot.com/2021/11/swollen.html,non-cardiac
https://mounika107.blogspot.com/2021/10/35yr-old-male-with-viral-pyrexia.html,cardiac
https://mounika107.blogspot.com/2021/10/45-yr-old-male-with-acute-gastritis.html,non-cardiac
https://mounika107.blogspot.com/2021/10/aki-with-copd.html,non-cardiac
https://mounika107.blogspot.com/2021/10/viral-pyrexia-with-thrombocytopenia-aki.html,non-cardiac
https://mounika107.blogspot.com/2021/11/60-yr-old-female-with-viral-pyrexia-copd.html,non-cardiac
https://mounika107.blogspot.com/2021/11/a-16-yr-old-female-with-viral-pyrexia.html,non-cardiac
https://mounika107.blogspot.com/2021/11/a-45-yr-old-female-with-viral-pyrexia.html,cardiac
https://mounika107.blogspot.com/2021/12/a56-yr-old-male-with-crf.html,cardiac
https://mounikakethavath.blogspot.com/2021/08/15m-with-viral-pyrexia.html,non-cardiac
https://mounikakethavath.blogspot.com/2021/08/case-of-53f-cva-with-left-sided.html,non-cardiac
https://mounikakethavath.blogspot.com/2021/08/case-of-55-yr-old-male-with-diabetic.html,non-cardiac
https://mounikakethavath.blogspot.com/2021/09/case-of-65ym-with-left-sided-hemiparesis.html,non-cardiac
https://muskaangoyal.blogspot.com/2021/05/61-year-old-female-with-fever-cough-sob.html,cardiac
https://muskaangoyal.blogspot.com/2021/05/a-73-year-old-male-patient-with-pedal.html,cardiac
https://muskaangoyal.blogspot.com/2021/05/a-73-year-old-male-patient-with-pedal.html.,unknown
https://muskaangoyal.blogspot.com/2021/05/a-78year-old-male-with-shortness-of.html.,unknown
https://muskaanmenghwani.blogspot.com/2021/10/57-year-old-female-with-monoplegia.html,non-cardiac
https://muskaanmenghwani.blogspot.com/2021/10/blurring-of-vision-mystery-to-slove.html,non-cardiac
https://muskaanmenghwani.blogspot.com/2021/10/involuntary-movements-of-hand-and.html,non-cardiac
https://muskaanmenghwani.blogspot.com/2021/11/this-is-online-e-log-book-to-discuss.html,non-cardiac
https://muskaanmenghwani.blogspot.com/2022/01/a-50-year-old-male-with-loss-of-appetite.html,non-cardiac
https://muskaanmenghwani.blogspot.com/2022/01/a-55yr-old-male-patientdaily-wage.html,non-cardiac
https://mynewblogbhavya.blogspot.com/2021/08/a-65-year-old-male-with-pain-abdomen.html,cardiac
https://mynewblogbhavya.blogspot.com/2021/09/a-40-year-old-male-with-fever-and-pain.html,cardiac
https://mynewblogbhavya.blogspot.com/2021/09/a-50-year-old-female-with-fever-and.html,cardiac
https://mynewblogbhavya.blogspot.com/2021/09/a-57-year-old-female-with-fever-and.html,cardiac
https://nampellialekhya2021.blogspot.com/2021/08/general-medicine-case-1.html,non-cardiac
https://nampellialekhya2021.blogspot.com/2021/10/general-medicine-case-5.html,non-cardiac
https://namrathareddy.blogspot.com/2021/08/102021-65-year-old-woman-presented-to.html,cardiac
https://natasharao06.blogspot.com/2021/08/70-years-old-female-with-recurrent-utis.html,unknown
https://navyamallempalli.blogspot.com/2021/02/dr_6.html,non-cardiac
https://navyamallempalli.blogspot.com/2021/02/presented-with-1-week-history-of.html,non-cardiac
https://navyarathlavath.blogspot.com/2021/05/a-70-year-old-male-with-viral-pneumonia.html,cardiac
https://navyasahithireddy200.blogspot.com/2021/06/38-year-old-male-with-viral-pneumonia.html,cardiac
https://neerajareddysingur.blogspot.com/2021/05/general-medicine-case-discussion.html,non-cardiac
https://nehae-logs.blogspot.com/2021/05/case-discussion-on-25-year-old-male.html,non-cardiac
https://nehae-logs.blogspot.com/2021/05/case-discussion-on-viral-pneumonia.html,non-cardiac
https://nehapradeep99.blogspot.com/2021/05/a-50-year-old-female-with-viral.html,non-cardiac
https://nehapurohit115.blogspot.com/2021/10/general-medicine-case-discussion.html,non-cardiac
https://nehapurohit115.blogspot.com/2021/10/general-medicine-case-presentation.html,cardiac
https://nehapurohit115.blogspot.com/2021/11/general-medicine-case-discussion.html,non-cardiac
https://nehapurohit115.blogspot.com/2022/01/general-medicine-case-discussion_11.html,non-cardiac
https://nehareddygaddam.blogspot.com/2021/09/65yr-old-male-with-sweating-and.html,non-cardiac
https://nemmanisaikrishna101.blogspot.com/2021/05/medicine-case-disussion.html,non-cardiac
https://nikhilasampathkumar.blogspot.com/2021/05/a-48-year-old-male-with-seizures-and.html,non-cardiac
https://nikhilasampathkumar.blogspot.com/2021/05/a-case-of-non-healing-ulcer.html,non-cardiac
https://nikhilasampathkumar.blogspot.com/2021/05/covid-pneumonia-in-pre-existing-case-of.html,non-cardiac
https://nikhilreddykooluru.blogspot.com/2021/02/40f-with-lower-backache-under.html,non-cardiac
https://nikhithapulipeta130.blogspot.com/,non-cardiac
https://nikhithapulipeta130.blogspot.com/2022/02/50ym-follow-up-case.html,non-cardiac
https://nikithaedam48.blogspot.com/2021/06/18-year-old-malefrom-miryalagudawho-is.html,non-cardiac
https://nikithaedam48.blogspot.com/2021/06/50-year-old-male-came-with-co-sob-since.html,non-cardiac
https://nikithaedam48.blogspot.com/2021/07/45-year-old-female-agricultural-labour.html,non-cardiac
https://nivrutha.blogspot.com/2021/12/56-yr-old-made-with-complaints-of.html,non-cardiac
https://nivrutha.blogspot.com/2021/12/a-13-year-old-boy-complaints-of-high.html,non-cardiac
https://nivrutha.blogspot.com/2021/12/a-38-year-old-male-with-complaints-of.html,non-cardiac
https://nivrutha.blogspot.com/2022/02/this-is-online-e-log-book-to-discuss.html,non-cardiac
https://pallavi191.blogspot.com/2021/06/gm-cases_30.html,non-cardiac
https://pallavi191.blogspot.com/2021/06/gm-cases.html,non-cardiac
https://pallavi191.blogspot.com/2021/08/gm-cases.html,cardiac
https://patelsrighanashyam113.blogspot.com/2021/10/a-64-yr-old-male-with-obstructive.html,unknown
https://patelsrighanashyam113.blogspot.com/2021/11/39m-with-altered-sensorium-and-bl-lower.html,unknown
https://patelsrighanashyam113.blogspot.com/2021/11/amc-bed-1-60-year-old-man-farmer-by.html,unknown
https://patelsrighanashyam122.blogspot.com/2021/10/a-64-yr-old-male-with-obstructive.html,non-cardiac
https://patelsrighanashyam122.blogspot.com/2021/10/acute-pancreatitis-with-aki.html,non-cardiac
https://pavangadila123.blogspot.com/2021/10/bronchitis.html,non-cardiac
https://pavangadila123.blogspot.com/2021/10/dengue.html,non-cardiac
https://pavangadila123.blogspot.com/2021/10/diabetic-ketoacidosis.html,cardiac
https://pavangadila123.blogspot.com/2021/10/httpsvamsikrishna1996blogspotcom2021105.html,non-cardiac
https://pavangadila123.blogspot.com/2021/11/a-45-yr-old-male-patient-church-pastor.html,non-cardiac
https://pavangadila123.blogspot.com/2021/11/unit-3-admission-20-year-old-female.html,non-cardiac
https://pavanichilupurirollno29.blogspot.com/2021/11/a-50-year-old-male-with-pedal-edema.html,non-cardiac
https://pavankalyanc.blogspot.com/2021/06/a-35-year-old-male-resident-of.html,non-cardiac
https://pavitrabaldawa.blogspot.com/2021/05/a-case-of-cerebrovascular-accident.html,cardiac
https://pawanbhasin.blogspot.com/2020/05/mitral-stenosis-by-pawan-bhasin-roll-no.html,cardiac
https://pawanbhasin.blogspot.com/2021/10/32-yr-old-male-paint-shop-worker-came.html,non-cardiac
https://pawanbhasin.blogspot.com/2021/10/a-44-year-old-male-patient-it-came-to.html,cardiac
https://pawanbhasin.blogspot.com/2021/11/70-year-old-diabetic-female.html,non-cardiac
https://pawanbhasin.blogspot.com/2021/11/a-72-y-old-male-patient-general.html,non-cardiac
https://phaneendra168.blogspot.com/,unknown
https://poreddyjahnavi128.blogspot.com/2021/12/general-medicine-cases.html,non-cardiac
https://poreddyjahnavi128.blogspot.com/2021/12/general-medicine.html,non-cardiac
https://poreddyjahnavi128.blogspot.com/2021/12/this-is-online-e-log-book-to-discuss.html,non-cardiac
https://prakashgowtham65.blogspot.com/2021/09/a-65-year-old-male-with-compressive.html,non-cardiac
https://pranativ.blogspot.com/2021/12/20m-pain-abdomen-and-fever.html,cardiac
https://pranativ.blogspot.com/2021/12/28m-fever-since-5-days.html,non-cardiac
https://pranativ.blogspot.com/2021/12/45-male-with-sob-at-rest.html,cardiac
https://pranativ.blogspot.com/2021/12/60f-with-altered-sensorium-2.html,non-cardiac
https://pranativ.blogspot.com/2021/12/dengue-ns1-ve-18m.html,non-cardiac
https://pranativ.blogspot.com/2022/02/45f-cook-by-occupation.html,non-cardiac
https://prashanthanugu1999.blogspot.com/2022/02/this-is-online-e-log-book-to-discuss.html,cardiac
https://prashanthsharma101.blogspot.com/2021/10/a-case-of-30-years-old-female-with.html,non-cardiac
https://prashanthsharma101.blogspot.com/2021/11/48-years-old-male-with-abdominal.html,non-cardiac
https://prashanthsharma101.blogspot.com/2021/11/a-case-of-39-year-old-male.html,cardiac
https://prashanthsharma101.blogspot.com/2021/11/case-of-45-years-old-man.html,cardiac
https://prashanthsharma101.blogspot.com/2021/12/34-years-old-female-witth-recurrent.html,non-cardiac
https://prashanthsharma101.blogspot.com/2021/12/case-of-50-yra-old-male-with-complaints.html,non-cardiac
https://prathyushamulukala666.blogspot.com/2021/05/a-62-year-old-male-patient-with-fever.html,non-cardiac
https://prathyushasingam.blogspot.com/2021/12/45-year-old-male.html,non-cardiac
https://preityarlagadda.blogspot.com/2021/05/biatrial-thrombus-in-52yr-old-male.html,cardiac
https://preityarlagadda.blogspot.com/2021/11/septic-shock-in-45-year-old-male.html,non-cardiac
https://preityarlagadda.blogspot.com/2021/12/a-58-year-old-female-with-constipation.html,non-cardiac
https://priyanka176.blogspot.com/2022/02/pancytopenia-under-evaluation.html,cardiac
https://priyanka176.blogspot.com/2022/02/pancytopenia-under-evaluation.html-under-evaluation.html,unknown
https://psaikrupasri175.blogspot.com/2021/12/general-medicine-case.html,cardiac
https://pvlalithreddy106.blogspot.com/2021/11/50-year-old-male-with-dilated.html,unknown
https://raagameghana.blogspot.com/2021/08/a-39year-old-male-patient-with-renal.html,cardiac
https://raagameghana.blogspot.com/2021/08/a-44year-old-male-patient-with-jaundice.html,non-cardiac
https://raagameghana.blogspot.com/2021/09/40-year-female-with-viral-pyrexia-with.html,non-cardiac
https://raagameghana.blogspot.com/2021/09/a-14year-old-male-patient-with-acute.html,non-cardiac
https://raagameghana.blogspot.com/2021/09/a-60year-old-female-with-altered.html,cardiac
https://rachanagangula110.blogspot.com/2021/05/a-52-year-old-female-with-fever.html,cardiac
https://rahulpulluru131.blogspot.com/2021/12/a-55-year-old-female-with-hypoglycemia.html,non-cardiac
https://rahulpulluru131.blogspot.com/2021/12/a-60-year-old-male-patient-with.html,non-cardiac
https://rambai123.blogspot.com/2021/05/50-year-old-male-patient-with-history.html,non-cardiac
https://ramprasad116.blogspot.com/2021/10/55-yr-old-female.html,cardiac
https://ramprasad116.blogspot.com/2021/10/a-14-yr-old-male.html,non-cardiac
https://ramprasad116.blogspot.com/2021/11/37m.html,non-cardiac
https://ramprasad116.blogspot.com/2021/11/45yrs-old-male.html,cardiac
https://ramsubhash07.blogspot.com/2021/09/nayana-harshaali.html,non-cardiac
https://ramyatha203.blogspot.com/2021/03/the-entire-analysis-of-this-case-is.html,cardiac
https://ramyauppula2018.blogspot.com/2021/09/general-medicine-case-4.html,non-cardiac
https://ranjith119.blogspot.com/2021/10/diagnosis-viral-pyrexia-dengue-ns1.html,non-cardiac
https://ranjith119.blogspot.com/2021/10/medicine-case-discussion.html,non-cardiac
https://rashmitha27.blogspot.com/2021/09/case-history-4.html,unknown
https://ratnashivani08.blogspot.com/2021/06/medicine-case-discussion.html,non-cardiac
https://rhea9895.blogspot.com/,non-cardiac
https://rhea9895.blogspot.com/2021/12/18-years-old-male-came-with-complaints.html,non-cardiac
https://rhea9895.blogspot.com/2021/12/32-years-old-male-with-co-yellowish.html,non-cardiac
https://rhea9895.blogspot.com/2021/12/47-years-old-male-patient-with-reduced.html,non-cardiac
https://rhea9895.blogspot.com/2021/12/56-years-old-man-with-sob.html,cardiac
https://rhea9895.blogspot.com/2021/12/65-years-old-female-with-fever-since-5.html,cardiac
https://rhea9895.blogspot.com/2021/12/a-70-years-old-male-carpenter-by.html,non-cardiac
https://rhea9895.blogspot.com/2022/01/33-years-old-female-with-weakness-in.html,non-cardiac
https://rishik37.blogspot.com/2021/08/gm-elog-case-6.html,non-cardiac
https://rishik37.blogspot.com/2021/08/gm-elog-case-7.html,non-cardiac
https://rishikakolotimedlog.blogspot.com/2021/07/45-year-old-male-with-chief-complains.html,cardiac
https://rishikoundinya.blogspot.com/2021/05/55years-old-patient-with-seizures.html,non-cardiac
https://rishithareddy30.blogspot.com/2021/05/covid-case-report.html,non-cardiac
https://riteesh56.blogspot.com/2020/05/42-years-old-women-with-multiple-health.html,non-cardiac
https://rithika59.blogspot.com/2021/08/59-k-rithika-vasantha_19.html,cardiac
https://rithikakunapareddy.blogspot.com/2021/05/51-year-old-male-patient-with-viral.html,non-cardiac
https://rithikakunapareddy.blogspot.com/2021/06/85-year-old-male-with-covid-19.html,non-cardiac
https://rollno52.blogspot.com/2021/03/60-yr-old-gentleman-with-shorthness-of.html,cardiac
https://rollno52.blogspot.com/2021/06/75-year-old-with-altered-sensorium.html,non-cardiac
https://rollno52.blogspot.com/2021/09/40yr-old-male-with-sob-and-pedal-edema.html,cardiac
https://roopabudde.blogspot.com/2021/06/medicine-case-discussion.html,non-cardiac
https://roshinireddy74.blogspot.com/2021/08/general-medicine-case.html,non-cardiac
https://roshinireddy74.blogspot.com/2021/09/general-medicine-case_20.html,cardiac
https://roshinireddy74.blogspot.com/2021/09/viral-pyrexia-with-thrombocytopenia.html,non-cardiac
https://roshnajilla.blogspot.com/2021/08/56-yr-old-male-with-nephrotic-syndrome.html,non-cardiac
https://roshnajilla.blogspot.com/2021/09/50-year-old-male-with-jaundice.html,non-cardiac
https://roshnajilla.blogspot.com/2021/09/60year-old-male-with-hfpef.html,non-cardiac
https://roshnajilla.blogspot.com/2021/09/70-year-old-female-with-cva.html,non-cardiac
https://rsubhiksha128.blogspot.com/2021/07/a-case-of-45-year-old-male.html,non-cardiac
https://rvnlokeshmedicine.blogspot.com/2021/12/24-yrs-old-male-complaints-of-fever.html,non-cardiac
https://rvnlokeshmedicine.blogspot.com/2021/12/28-yrs-old-female-with-lower-back-pain.html,non-cardiac
https://rvnlokeshmedicine.blogspot.com/2021/12/54-yrs-old-male-patient-with-acute.html,non-cardiac
https://rvnlokeshmedicine.blogspot.com/2022/01/52-yrs-male-patient-came-to-casualty.html,non-cardiac
https://rvnlokeshmedicine.blogspot.com/2022/01/70-yrs-old-male-came-with-complaints-of.html,non-cardiac
https://rvnlokeshmedicine.blogspot.com/2022/02/65yrs-old-male-patient-came-to-casually.html,cardiac
https://sahithi17.blogspot.com/2021/08/general-medicine-case-2.html,non-cardiac
https://sahithi17.blogspot.com/2021/09/general-medicine-case-3.html,cardiac
https://sahithi17.blogspot.com/2021/10/morbidity-of-vomiting-in-ckd-patient.html,cardiac
https://sahithi17.blogspot.com/2021/12/this-is-online-e-log-book-to-discuss_10.html,cardiac
https://sahithi17.blogspot.com/2021/12/this-is-online-e-log-book-to-discuss.html,cardiac
https://sahithinalaboluelog.blogspot.com/2021/05/a-40-years-old-male-patient-with-viral.html,non-cardiac
https://saichennuru.blogspot.com/2021/09/45-year-old-male-patient-with-back-pain.html,non-cardiac
https://sairajgovind099.blogspot.com/2021/10/38-year-old-female-with-seizures-and.html,non-cardiac
https://sairajgovind099.blogspot.com/2021/10/40-year-old-male-with-recurrent-seizures.html,non-cardiac
https://sairajgovind099.blogspot.com/2021/10/75-year-old-female-with-cva-and-seizures.html,non-cardiac
https://sairajgovind099.blogspot.com/2021/11/22-yr-old-female-with-iatrogenic.html,non-cardiac
https://sairajgovind099.blogspot.com/2021/11/45-year-old-male-with-septic-shock.html,non-cardiac
https://sairajgovind099.blogspot.com/2021/11/unit-6-admission-ward-case-32-year-old.html,non-cardiac
https://saisharanyapeddi.blogspot.com/2021/08/102021-65-year-old-woman-presented-to.html,cardiac
https://saisurya100.blogspot.com/2021/10/32-yr-old-man-with-ckd-on-mhd-with.html,non-cardiac
https://saisurya100.blogspot.com/2021/10/86-yr-old-male-with-hfref-with-ef-45.html,non-cardiac
https://saisurya100.blogspot.com/2021/11/35-y-f-with-chronic-liver-disease.html,cardiac
https://saisurya100.blogspot.com/2021/11/35-y-f-with-fever-and-neck-pain-under.html,non-cardiac
https://saisurya100.blogspot.com/2021/11/45-y-f-with-cap-denovo-dm-type-ii.html,non-cardiac
https://saisurya100.blogspot.com/2021/11/45-y-m-with-thrombocytopenia-and-rashes.html,non-cardiac
https://saisurya100.blogspot.com/2021/12/55-y-m-with-heart-failure-copd-below.html,cardiac
https://saivittal60.blogspot.com/2021/06/18-year-old-student-came-with-chief.html,cardiac
https://sakethvandan174.blogspot.com/2022/02/40-year-old-male-with-sob.html,non-cardiac
https://samhitaghanathay.blogspot.com/2021/05/case-discussion-on-viral-pneumonia.html,non-cardiac
https://sanjay129gm.blogspot.com/2021/12/55-year-old-with-ho-anuriasince-1-day.html,cardiac
https://sanjay129gm.blogspot.com/2021/12/68-year-old-female-with-cva.html,non-cardiac
https://sanjay129gm.blogspot.com/2021/12/80-year-old-male-with-sobpast-cad-and.html,non-cardiac
https://sanjay129gm.blogspot.com/2021/12/chief-complaints-70-years-old-male.html,non-cardiac
https://sanjay129gm.blogspot.com/2022/01/44-year-old-with-ald-and-aki.html,non-cardiac
https://selinakm89.blogspot.com/2021/08/35m-viral-pyrexia-with-thrombocytopenia.html,non-cardiac
https://selinakm89.blogspot.com/2021/08/medicine-case-discussion-this-is-online.html,non-cardiac
https://selinakm89.blogspot.com/2021/08/uremic-encephalopathy-with-aki-on-ckd.html,cardiac
https://selinakm89.blogspot.com/2021/09/medicine-case-discussion-this-is-online.html,non-cardiac
https://sevantikajangir04.blogspot.com/2021/08/case-1.html,non-cardiac
https://shandilyaakula.blogspot.com/2020/05/general-medicine.html,cardiac
https://shandilyaakula.blogspot.com/2020/08/shandilya-02.html,cardiac
https://shivani2401elogbookmedicine.blogspot.com/,non-cardiac
https://shivanikommineni-elogbookmedicine.blogspot.com/2021/12/43-year-old-with-loc-associated-with.html,unknown
https://shivanikommineni-elogbookmedicine.blogspot.com/2021/12/55-year-old-chronic-alcoholic-male-with.html,unknown
https://shivanikommineni-elogbookmedicine.blogspot.com/2021/12/66-year-old-female-came-to-casuality.html,unknown
https://shivanireddymedicalcasediscussion.blogspot.com/2021/05/a-30-yr-old-male-patient-with-weakness.html,non-cardiac
https://shivanithota.blogspot.com/2021/05/medicine-case-discussion.html,non-cardiac
https://shravanireddy15.blogspot.com/,non-cardiac
https://shriyaayuthumedicinerollno13.blogspot.com/2021/06/chronic-alcoholic-liver-disease-with.html,non-cardiac
https://shruthiarukonda02.blogspot.com/2021/08/shruthi-arukonda-02.html,non-cardiac
https://shubhasri-112.blogspot.com/2021/10/37-year-old-male-farmer-by-occupation.html,unknown
https://shubhasri-112.blogspot.com/2021/10/69-year-old-female.html,unknown
https://shubhasri-112.blogspot.com/2021/11/50-yr-old-male.html,unknown
https://shubhasri98.blogspot.com/2022/01/48-yr-old-patient-ckd.html,non-cardiac
https://shwethajadhav.blogspot.com/2021/12/a-70-year-old-female-patient-with.html,non-cardiac
https://shwethajadhav.blogspot.com/2021/12/a-case-of-42-year-old-female-with-sob.html,non-cardiac
https://shwethajadhav.blogspot.com/2021/12/a-case-of-47-year-old-acute-pancreatitis.html,non-cardiac
https://shwethajadhav.blogspot.com/2021/12/a-case-of-55-year-old-female-patient.html,non-cardiac
https://shwethajadhav.blogspot.com/2021/12/a-case-of-70-male-patient.html,non-cardiac
https://siddarth43.blogspot.com/2021/06/gm-post-op.html,non-cardiac
https://sneha145.blogspot.com/2020/06/case_29.html,non-cardiac
https://snehachauhan126.blogspot.com/2021/05/45-year-old-female-with-viral-pneumonia.html,non-cardiac
https://snehakalyankar.blogspot.com/2021/03/30-yr-old-female-patient-with-chief.html,non-cardiac
https://snehakalyankar.blogspot.com/2021/12/acute-gastroenteritis.html,non-cardiac
https://snehakalyankar.blogspot.com/2021/12/chorea.html,non-cardiac
https://snehakalyankar.blogspot.com/2021/12/right-heart-failure-with-cad-with.html,cardiac
https://soumya9814.blogspot.com/2021/01/this-is-online-e-log-book-to-discuss.html,non-cardiac
https://soumya9814.blogspot.com/2021/02/this-is-online-e-log-book-to-discuss.html,non-cardiac
https://soumyanadella128eloggm.blogspot.com/2021/05/32-year-old-male-with-viral-pneumonia.html,unknown
https://soumyanadella128eloggm.blogspot.com/2021/05/35-yo-female-with-abdominal-distention.html,unknown
https://soumyanadella128eloggm.blogspot.com/2021/05/a-55-year-old-female-with-shortness-of.html,unknown
https://sowmya9.blogspot.com/2021/08/21-year-old-with.html,cardiac
https://sowmya9.blogspot.com/2021/08/42-year-old-male-with-ckd-on-mhd-since.html,cardiac
